code,description,category
22800,L4-L5 Decompression Under C -Arm,Specialty
22812,L4-L5l5-S1 Decompresion,Specialty
22804,L5 Si Decompressive And,Specialty
22808,L5-S1 Facet Injection Under C,Specialty
22810,L5-Si Laminectomy,Specialty
22818,Laminectomy L3-L4,Specialty
22830,Laminectomy L2-L3 Under C,Specialty
62278,Percutaneous Discectomy Lumbar,Specialty
62311,Epidural Injection T12-L1,Specialty
63055,Thoracic Spine Stabilization (Release of Middle Spinal Cord and/or Nerves),Specialty
22842,Instrumentation T12-L4 Under C-Arm,Specialty
63086,T12-L1 Decompression And,Specialty
63087,T12-L1-L2l4 stabilization,Specialty
63088,T12-L1l2 Instrumentation,Specialty
63089,T2-T1 Fixation with Pedicle,Specialty
63276,Spinal Tumour Exicision And,Specialty
63064,T3 Decompression,Specialty
63085,T12 Decompression,Specialty
22802,Arthrodesis of 6 Vertebral SEG,Specialty
22819,Kyphectomy (Resection Vert SEG),Specialty
23040,Arthrotomy Shoulder,Specialty
23120,Bone Nibbling Clavicle,Specialty
23430,Repair-Biceps,Specialty
23655,Recurrent Shoulder,Specialty
23802,Arthrodesis-Shoulder Joint,Specialty
23900,Forequarter Amputation,Specialty
23935,Arthrolysis,Specialty
15101,Skin-Graft Shoulder,Specialty
23065,Biopsy Shoulder,Specialty
23330,Debridment Shoulder,Specialty
23921,Disarticulation-Shoulder,Specialty
24075,Tumour Excision,Specialty
24079,Tumour Debukling And Biopsy,Specialty
23540,Ac Joint Sublaxation,Specialty
23550,Orif Acj,Specialty
23500,Closed Treatment Clavicle,Specialty
23515,Orif Clavicle,Specialty
23570,Closed Treatment Scapula,Specialty
23585,ORIF Treatment Scapula,Specialty
23675,Closed Treatment of Shulder Dislocation,Specialty
23680,ORIF Shoulder Dislocation,Specialty
20200,Biopsy Elbow,Specialty
15736,Reverse Radial Flap Elbow,Specialty
24006,Gout Tophies Debridement,Specialty
24076,Elbow Joint Toilet-Bx,Specialty
24134,Sequstrectomy Humerus,Specialty
24341,Elbow Reconstruction,Specialty
24342,Repair-Triceps,Specialty
24345,Elbow Reconstruction,Specialty
24362,Reconstraction Elbow,Specialty
24400,Co Humerus,Specialty
24435,Revision ORIF Humerus,Specialty
24515,Dcp Humeerus,Specialty
24675,EF Trans Elbow,Specialty
24685,Plating Olecranon,Specialty
24800,Arthrodesis-Elbow Joint,Specialty
28341,Revision Surgery Right Elbow,Specialty
20550,Injection Bursa,Specialty
12006,SSG Arm,Specialty
24101,Excision Lateral Epicondyle,Specialty
24358,Lateral Epicondyle Excision Arthroscopically,Specialty
24359,Epicondyle Excision,Specialty
24360,Elbow Reconstrunction under C-Arm,Specialty
24579,T/Plate/Sign Nail Humerus,Specialty
24620,Closed Reduction Elbow,Specialty
24635,Open Reduction Elbow,Specialty
24640,Trans Elbow EF,Specialty
24900,Above Elbow Amputation,Specialty
24920,Disarticulation-Elbow / Amputation-through Arm,Specialty
11603,"Incisional Bx Forearm, Humerus, Shoulder",Specialty
20670,"Removal of K-Wire, Rush Rod, Screw, R/U, Humerus, Ankle, etc.",Specialty
20690,EF Radius / Ulna / Tibia,Specialty
20900,Bone Nibbling Radius / Tibia / Femur,Specialty
25275,Repair-Hand Extensor / Flexor Tendon,Specialty
25350,Co Distal Radius,Specialty
25415,Revision ORIF Radius,Specialty
25606,EF Extension Upper Limb,Specialty
25607,Volar Plate Redius,Specialty
25905,Amputation Forearm,Specialty
25924,Disarticulation-Wrist,Specialty
26055,Co and 1st and 2nd Proximal,Specialty
64718,Darach Procedure Ulna,Specialty
64719,Ulna Nerve Exploration,Specialty
11043,Debridement And EF,Specialty
24152,Bone Excision Radius,Specialty
24164,Excision Radial Head,Specialty
25111,Gandlion Excision Wrist,Specialty
25112,Granuloma Excision,Specialty
25320,Open Reduction Lunate,Specialty
25355,Co Radius,Specialty
25405,Decortication Radius,Specialty
25574,EF Radius / Ulna,Specialty
25600,Close Reduction MPI Open 1st,Specialty
29805,DX Shoulder Arthroscopically,Specialty
29824,Mumford Procedure,Specialty
29826,ACJ Decompresion by Endoscopy,Specialty
23470,HA Shoulder,Specialty
23472,TSA Total Shoulder Arthroplasty,Specialty
25635,Scaphoid Bone Reduction,Specialty
25800,Arthrodesis-Wrist Joint,Specialty
26350,Repair-Hand -Flexor (One / Two),Specialty
26548,Bilateral Vollar Plate Both,Specialty
26565,Corrective Osteatomy,Specialty
26850,Arthrodesis 1st MCP Joint,Specialty
26951,Flexor / Extensor Tendon Repair Hand,Specialty
25071,Excision Biopsy Hand,Specialty
25825,Lunate Excision,Specialty
27640,Exostosis Removal R/U,Specialty
64721,Bilateral Carpal Tunnel (Surgery),Specialty
20240,"Bone Biopsy Pelvis, Femur, Tibia, Humerus etc.",Specialty
20245,Biopsy Acetabular,Specialty
27030,Arthrotomy Hip,Specialty
27052,Synovectomy BX Hip,Specialty
27125,HA,Specialty
27130,Cemented THR,Specialty
27134,Revision Total Hip,Specialty
27158,Acetabular Re-Construction,Specialty
27215,Plating Ilium,Specialty
27218,Plating Si Joint,Specialty
27236,Revision HA,Specialty
27266,Revision Hip Reduction and K,Specialty
27275,Closed Reduction Total Hip,Specialty
27280,Arthrodesis-Hip,Specialty
27295,Hip Disarticularion,Specialty
27360,Saucerization Hip Joint/Femur/Tibia/Humerus/R-U,Specialty
27442,Total-Knee Replacement,Specialty
11101,Excision of Bone Hip,Specialty
15110,Skin Grafting,Specialty
27217,Plating Pubis Symphisis,Specialty
27227,Symphysis Plate Acetabular,Specialty
27235,Hip Srew Under C Arm,Specialty
27253,Open Reduction EF Hip,Specialty
27137,THA Revison Femoral Compnent,Specialty
27138,THA Revison Acetabular Component,Specialty
27132,Conversional HA to THA,Specialty
27299,Pemberton Osteotomy,Specialty
27258,ORIF Congenital / Developmental or Pathological Hip Dislocation(Tenotomy),Specialty
27175,Treatment of Slipped Growth Plate at Upper thigh Bone,Specialty
11605,Biops And Grafting Femur,Specialty
20270,Arthrotomy Knee,Specialty
20610,Skeletal-Traction,Specialty
20650,Skin-Traction,Specialty
20694,Cbp and Bone Graft,Specialty
20838,Revision Amputation AKA,Specialty
27422,Repair-Knee Medial/Lateral Colateral Ligament,Specialty
26605,Fracture Closed-Reduction,Specialty
27040,Synovial Biopsy Knee,Specialty
27245,"Revision Plate, Sign Nail, Shc/Angled Plate Femur",Specialty
27331,Arthrotomy of BX Knee,Specialty
27334,Synovectomy Knee Joint,Specialty
27345,Bakers Cyst Excision Knee,Specialty
27386,Quadriceps Tendon Repair,Specialty
27506,Antegrade / Retrograde Sign Nail Femur / Tibia / Humerus,Specialty
27507,Sign Nail Biopsy Femur,Specialty
27515,Condylar Butress Plate Femr,Specialty
27580,Arthrodesis- Knee/Ankle,Specialty
27590,Modular Transfemoral,Specialty
27964,Amputation Stump Femur,Specialty
28035,Posterior Release of (Release of Nerve Between Tissue and Bone of Foot),Specialty
29830,Diagnostics-Arthroscopy,Specialty
29850,Medial Collateal Ligament,Specialty
29873,Total Release-Knee,Specialty
29875,Arthroscopy Knee,Specialty
29882,Arthroscopy Reconstruction,Specialty
29887,Arthroscopy,Specialty
11045,Debridement,Specialty
15050,Skin Grafting Kneeand,Specialty
27244,DHS,Specialty
27248,Sign Nail Revision,Specialty
27310,Arthrotomy and Biopsy,Specialty
27420,Demedialiazation Patela,Specialty
27440,Total Knee Revision,Specialty
27445,Total Knee Replacement,Specialty
27450,Bilateral Co Both Femurs,Specialty
27508,ESIN Femur,Specialty
27511,Compression Screw Femur,Specialty
27513,"Co and Butress Plating, Pinning",Specialty
26520,Capsulloraphy Patella,Specialty
27524,TBW Patella,Specialty
27530,Trans Knee EF,Specialty
27598,Disarticulation-Knee,Specialty
27695,LCL Repair,Specialty
27724,Masquellete Technique,Specialty
27752,Fracture Closed-Reduction,Specialty
27758,Blade Plate CBP,Specialty
29880,Medial Meniscetomy,Specialty
29870,DX Arthroscopy,Specialty
29881,Arthroscipic meniscectomy / shaving,Specialty
29888,ACL Repair Arthroscopically,Specialty
29889,Pcl Repair Arthroscopically,Specialty
27418,Medialization of Patella (ORIF),Specialty
29877,Medialization of Patella (Arthroscopically ),Specialty
29999,MCL & ACL Repair Arthroscopically,Specialty
11042,Skin Graft Leg,Specialty
15100,Soleus Flap Rotation,Specialty
13122,Biopsy Leg,Specialty
20201,Biopsy P/3Tibia and Trans,Specialty
20692,"Ankle, Knee Spanning SD/ EF T/F",Specialty
20693,"EF/Hoffman Revision/Adjustment/ Tibia/Fibula,Femur",Specialty
22853,Double Butress Plate,Specialty
27536,T Plateau Fracture Revision,Specialty
27610,Joint Toilet Ankle,Specialty
27620,Arthrotomy Ankle,Specialty
27635,Anterior Bone Block Excion,Specialty
27650,Achiles Tendon Repair,Specialty
27696,Ankle Reconstruction (Repair of Disruption of Both Collateral Ligaments of Ankle),Specialty
27700,Ankle Reconstraction,Specialty
27704,Angles Plate Removal,Specialty
27705,CO And EF Tibia,Specialty
27709,CO Tibia,Specialty
27722,Grafting Tibia,Specialty
27759,Bilateral Sign Nailing Tibia,Specialty
27825,Ex Fix T/F,Specialty
27827,Tibia Lengthening,Specialty
27860,Tripe Arthrodesis Ankle,Specialty
27870,Arthodresis Left Ankle,Specialty
27880,Modular Transtibial (BKA),Specialty
27882,Above Knee Amputation (AKA),Specialty
11047,Sequstrectomy Tibia,Specialty
11400,Excision Biopsy Tibia,Specialty
11442,Demoid Cyst Excision,Specialty
20680,Sign Nail Removal Tibia,Specialty
24925,Stump Closure Leg,Specialty
24930,Soft Tissue-Stamp Revision,Specialty
27535,Butress Tibia,Specialty
27599,Surgical Debridement Tibia,Specialty
27607,HTCO Tibia,Specialty
27826,Ex Fix Tibia,Specialty
27828,Butress Plate Distal,Specialty
27871,Decortication EF Tibia,Specialty
27888,Disarticulation - Ankle,Specialty
29906,Arthroscopiy of Ankle Joint,Specialty
29907,Debridemen of Ankle Arthroscopically,Specialty
26538,Traction Skeletal(Adult),Specialty
24538,Traction Skin (Children),Specialty
23600,Distal Humeral Fracture Pop (Adults),Specialty
29345,Above Knee Pop (Adult),Specialty
29065,Above/Below Elbow Pop (Adult/Children),Specialty
29325,Sarmieto Pop (Adults),Specialty
29085,Below Elbow Pop (Children),Specialty
29405,Below Knee Pop (Children/Adult),Specialty
29450,Club Foot Pop (Children),Specialty
29445,Contact/Cylinder Pop,Specialty
29305,Sarmieto Pop (Children),Specialty
11044,In Growing Nail Excision,Specialty
27605,ETA and Pmr,Specialty
27687,Bilateral PCT,Specialty
27805,Ankle Foot Orthosis,Specialty
27814,Open Reduction-Weber,Specialty
27823,Open Reduction-Weber,Specialty
28400,SD And Calcaneal and Pop,Specialty
28445,Reconstruction-Talus,Specialty
28645,Reconstruction-Calcaneum,Specialty
28715,Tripe Arthropdesis Foot,Specialty
28750,ARTHRODESIS OF MTPJ 2 and 3rd,Specialty
28820,Amputation Fore/Mid /Hind Foot,Specialty
28810,Disarticulation-Phallanges,Specialty
29058,Fibre Glass Free Casting Tape,Specialty
29899,Arthrodesis (Triple) Foot,Specialty
29905,Synovectomy-Arthrotomy,Specialty
32405,Trephene Needle Biopsy,Specialty
11300,Excisional Biopsy Foot,Specialty
26952,Poly Dactyl/Extra Digit Excision Foot,Specialty
27122,Modified Girdle Stone Right,Specialty
27606,ETA and Pmr-Clubfoot,Specialty
28262,BIL ETA/PMR,Specialty
28615,Orif-Calcaneum,Specialty
28730,Athrodesis First and Second,Specialty
90792,Psychiatric Diagnostic Evaluation,Specialty
90791,Psychological Assessment,Specialty
90832,"Individual Psychotherapy, 30mins",Specialty
90834,"Individual Psychotherapy, 45 Mins",Specialty
90837,"Individual Psychotherapy, 60 Mins",Specialty
90838,Psychotherapy,Specialty
90845,Psychoanalysis,Specialty
90840,Psychotherapy for Crisis,Specialty
90839,"Psychotherapy for Crisis, First 60 Minutes",Specialty
96101,Psychological Testing,Specialty
90846,Family/Couples psychotherapy,Specialty
90847,"Family psychotherapy including patient, 50 minutes",Specialty
90849,Multiple-Family Group Psychotherapy,Specialty
90865,Injection of Hypnotic Drug for Psychiatric Diagnosis or Therapy,Specialty
90875,"Biofeedback Training with Psychotherapy, 30 Minutes",Specialty
90876,"Biofeedback Training with Psychotherapy, 45 Minutes",Specialty
90853,Group Psychotherapy,Specialty
99510,Home Visit for Counseling,Specialty
90870,Electroconvulsive Therapy,Specialty
90885,Psychiatric Review,Specialty
90887,Explanation of Psychiatric Information,Specialty
90889,Psychiatric Report Preparation,Specialty
90899,Psychiatric Service or Procedure,Specialty
96118,Neuropsychological Testing,Specialty
96110,Developmental Screening,Specialty
96111,Developmental Testing,Specialty
96116,Neurobehaviour Assessment,Specialty
95812,EEG 1 Hour,Specialty
95813,EEG more than 1 Hour,Specialty
95816,EEG Awake and Drowsy,Specialty
95819,EEG Awake and Asleep,Specialty
95827,EEG Overnight,Specialty
57421,Biopsy of Vagina and Cervix using an Endoscope,Specialty
57454,Biopsy and Scraping of the Cervix using an Endoscope,Specialty
57455,Cone Biopsy of the Cervix and Vagina using an Endoscope,Specialty
57511,Cryotherapy (Cervix),Specialty
57460,Loop Electrosurgical Excision Procedure (LeEP),Specialty
88142,Cervical Cancer Screening (Pap Smear),Specialty
88143,Cervical Cancer Screening (VIA/VILI),Specialty
96411,Chemotherapy Administration and Supervision,Specialty
96405,"Intralesional Chemotherapy, up to and including 7 Lesions",Specialty
96406,"Intralesional Chemotherapy, more than 7 Lesions",Specialty
96402,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath the Skin or into the Muscle,Specialty
96409,Bolus Intravenous Chemotherapy Infusion (Using Push Technique),Specialty
96413,Intravenous Chemotherapy Infusion up to 1 Hour,Specialty
96415,Intravenous Chemotherapy Infusion,Specialty
96521,Refilling and Maintenance of Portable Pumps.,Specialty
96416,Prolonged Chemotherapy Infusion into a Vein by Portable or Implanted Pump more than 8 Hours,Specialty
96417,Infusion of Different Chemotherapy Drug or Substance into a Vein up to 1 Hour,Specialty
96420,Bolus Intra-Arterial Chemotherapy Infusion (Using Push Technique),Specialty
96422,Infusion of Chemotherapy into an Artery up to 1 Hour,Specialty
96423,Intra-Arterial Chemotherapy Infusion,Specialty
96425,"Prolonged Chemotherapy Infusion into Artery by Portable or Implanted Pump, more",Specialty
96440,Intrapleural Chemotherapy (Chemotherapy Delivery into the Chest Cavity),Specialty
96446,Intraperitoneal Chemotherapy Infusion,Specialty
96450,Intrathecal Chemotherapy Administration,Specialty
77790,Supervision of Radiotherapy Delivery,Specialty
77401,Superficial Radiotherapy (EG Skin & Post Keloidectomy),Specialty
77280,Conventional Simulation (Simple),Specialty
77285,Conventional Simulation (Complex),Specialty
77290,CT Simulation Simple,Specialty
77293,CT Simulation Complex (With Management of Respiratory Movement),Specialty
77387,Image Guided Radiotherapy (IGRT) Delivery,Specialty
77299,Radiotherapy Planning 2D,Specialty
77295,Radiotherapy Planning 3d,Specialty
77301,Management of Modulation Radiotherapy (IMRT) Planning,Specialty
77386,Intensity Modulated Radiation Therapy (IMRT) Delivery,Specialty
77306,Curative Radiotherapy 2D,Specialty
77307,Palliative Radiotherapy 2D,Specialty
77316,Curative Radiotherapy 3D,Specialty
77317,Palliative Radiotherapy 3D,Specialty
77318,Extended Local/Hemi Body Radiotherapy ( LHB & UHB RT),Specialty
77331,Special Radiation Therapy Planning,Specialty
77417,Therapeutic Radiology Port Films,Specialty
77332,"Radiation Treatment Devices, Design and Construction (Moulding) in 2D",Specialty
77334,"Radiation Treatment Devices, Design and Construction (Moulding) in 3D",Specialty
77338,Design and Construction of Device for Radiation Therapy,Specialty
77300,Calculation of Radiotherapy Dose,Specialty
77469,Intraoperative Radiotherapy,Specialty
77371,"Radiotherapy Delivery, Steriotactic Radiosurgery, for Cranial Growth per Session",Specialty
77321,Radiation Therapy Total Body Port Plan,Specialty
77778,Prostate Brachytherapy,Specialty
57155,Uterine Brachytherapy (Insertion of a Device to Deliver Radiation Therapy to the Uterus),Specialty
57156,Vaginal Brachytherapy,Specialty
77770,High Dose Intracavitary Brachytherapy (ICT),Specialty
77385,Electron Treatment Delivery (Electron Therapy),Specialty
77520,Proton Treatment Delivery (Proton Therapy),Specialty
78315,Bone Scan,Specialty
78708,Renal Scan,Specialty
78707,Dimercaptosuccinic Acid Scan (Dmsa),Specialty
78454,Myocardial Perfusion Study,Specialty
78481,Muga/Erna Study (Single),Specialty
78483,Muga/Erna Study (Multiple),Specialty
78226,Disida Hepatobiliary Study,Specialty
78267,Merckels' Diverticulum Study,Specialty
38790,Lymphoscintigraphy,Specialty
38792,Sentinel Lymph Node,Specialty
78607,Cerebral Perfusion Study,Specialty
78608,Nuclear Medicine Study Brain with Metabolic Evaluation,Specialty
78609,Nuclear Medicine Study Brain with Blood Circulation Evaluation,Specialty
78071,Parathyroid Scintigraphy,Specialty
78072,Imaging of Parathyroid with CT and Nuclear Medicine Study,Specialty
78264,Milk Scan,Specialty
78012,Thyroid Scan,Specialty
78018,Iodine 131 Diagnostic Whole Body Scan (WBS),Specialty
79005,Iodine 131 Posttherapy Whole Body Scan (WBS),Specialty
78806,Galium 67 Scan,Specialty
78802,MIBG Scan,Specialty
78805,White Body Scan,Specialty
78701,Nuclear Medicine Study of Kidney With Assessment of Blood Flow,Specialty
78710,Nuclear Medicine Study of Kidney,Specialty
78725,Nuclear Medicine Kidney Function Study,Specialty
78730,Nuclear Medicine Study of Remaining Urine In Bladder,Specialty
78740,Nuclear Medicine Backwash of Urine Into Kidney,Specialty
78761,Nuclear Medicine Study of Testicles And Blood Vessel Flow,Specialty
78799,Nuclear Medicine Study of Urogenital Systems,Specialty
78800,Nuclear Medicine Study of Radioactive Material Distribution at Tumor Location,Specialty
78801,Nuclear Medicine Study of Radioactive Material Distribution at Multiple Tumor Locations,Specialty
78803,Nuclear Medicine Study of Radioactive Material Distribution,Specialty
78804,"Nuclear Medicine Study of Radioactive Material Distribution of Whole Body, Requiring 2 or more Days Imaging",Specialty
78808,Injection of Radioactive Contrast Material into a Vein for Non-Imaging Gamma Probe,Specialty
78811,Nuclear Medicine Study Limited Area,Specialty
78812,Nuclear Medicine Imaging from Skull Base to Mid-Thigh,Specialty
78813,Nuclear Medicine Imaging Whole Body,Specialty
78814,Nuclear Medicine Study with CT Imaging,Specialty
78815,Nuclear Medicine Study with CT Imaging Skull Base to Mid-Thigh,Specialty
78816,Nuclear Medicine Study with CT Imaging Whole Body,Specialty
57421,Biopsy of Vagina and Cervix using an Endoscope,Specialty
57454,Biopsy and Scraping of the Cervix using an Endoscope,Specialty
57455,Cone Biopsy of the Cervix and Vagina using an Endoscope,Specialty
57511,Cryotherapy (Cervix),Specialty
57460,Loop Electrosurgical Excision Procedure (LeEP),Specialty
88142,Cervical Cancer Screening (Pap Smear),Specialty
88143,Cervical Cancer Screening (VIA/VILI),Specialty
96411,Chemotherapy Administration and Supervision,Specialty
96405,"Intralesional Chemotherapy, up to and including 7 Lesions",Specialty
96406,"Intralesional Chemotherapy, more than 7 Lesions",Specialty
96402,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath the Skin or into the Muscle,Specialty
96409,Bolus Intravenous Chemotherapy Infusion (Using Push Technique),Specialty
96413,Intravenous Chemotherapy Infusion up to 1 Hour,Specialty
96415,Intravenous Chemotherapy Infusion,Specialty
96521,Refilling and Maintenance of Portable Pumps.,Specialty
96416,Prolonged Chemotherapy Infusion into a Vein by Portable or Implanted Pump more than 8 Hours,Specialty
96417,Infusion of Different Chemotherapy Drug or Substance into a Vein up to 1 Hour,Specialty
96420,Bolus Intra-Arterial Chemotherapy Infusion (Using Push Technique),Specialty
96422,Infusion of Chemotherapy into an Artery up to 1 Hour,Specialty
96423,Intra-Arterial Chemotherapy Infusion,Specialty
96425,"Prolonged Chemotherapy Infusion into Artery by Portable or Implanted Pump, more",Specialty
CODE,SERVICE DESCRIPTION,Specialty
96440,Intrapleural Chemotherapy (Chemotherapy Delivery into the Chest Cavity),Specialty
96446,Intraperitoneal Chemotherapy Infusion,Specialty
96450,Intrathecal Chemotherapy Administration,Specialty
77790,Supervision of Radiotherapy Delivery,Specialty
77401,Superficial Radiotherapy (EG Skin & Post Keloidectomy),Specialty
77280,Conventional Simulation (Simple),Specialty
77285,Conventional Simulation (Complex),Specialty
77290,CT Simulation Simple,Specialty
77293,CT Simulation Complex (With Management of Respiratory Movement),Specialty
77387,Image Guided Radiotherapy (IGRT) Delivery,Specialty
77299,Radiotherapy Planning 2D,Specialty
77295,Radiotherapy Planning 3d,Specialty
77301,Management of Modulation Radiotherapy (IMRT) Planning,Specialty
77386,Intensity Modulated Radiation Therapy (IMRT) Delivery,Specialty
77306,Curative Radiotherapy 2D,Specialty
77307,Palliative Radiotherapy 2D,Specialty
77316,Curative Radiotherapy 3D,Specialty
77317,Palliative Radiotherapy 3D,Specialty
77318,Extended Local/Hemi Body Radiotherapy ( LHB & UHB RT),Specialty
77331,Special Radiation Therapy Planning,Specialty
77417,Therapeutic Radiology Port Films,Specialty
77332,"Radiation Treatment Devices, Design and Construction (Moulding) in 2D",Specialty
77334,"Radiation Treatment Devices, Design and Construction (Moulding) in 3D",Specialty
77338,Design and Construction of Device for Radiation Therapy,Specialty
77300,Calculation of Radiotherapy Dose,Specialty
77469,Intraoperative Radiotherapy,Specialty
77371,"Radiotherapy Delivery, Steriotactic Radiosurgery, for Cranial Growth per Session",Specialty
77321,Radiation Therapy Total Body Port Plan,Specialty
77778,Prostate Brachytherapy,Specialty
57155,Uterine Brachytherapy (Insertion of a Device to Deliver Radiation Therapy to the Uterus),Specialty
57156,Vaginal Brachytherapy,Specialty
77770,High Dose Intracavitary Brachytherapy (ICT),Specialty
77385,Electron Treatment Delivery (Electron Therapy),Specialty
77520,Proton Treatment Delivery (Proton Therapy),Specialty
78315,Bone Scan,Specialty
78708,Renal Scan,Specialty
78707,Dimercaptosuccinic Acid Scan (Dmsa),Specialty
78454,Myocardial Perfusion Study,Specialty
78481,Muga/Erna Study (Single),Specialty
78483,Muga/Erna Study (Multiple),Specialty
78226,Disida Hepatobiliary Study,Specialty
78267,Merckels' Diverticulum Study,Specialty
38790,Lymphoscintigraphy,Specialty
38792,Sentinel Lymph Node,Specialty
78607,Cerebral Perfusion Study,Specialty
78608,Nuclear Medicine Study Brain with Metabolic Evaluation,Specialty
78609,Nuclear Medicine Study Brain with Blood Circulation Evaluation,Specialty
78071,Parathyroid Scintigraphy,Specialty
78072,Imaging of Parathyroid with CT and Nuclear Medicine Study,Specialty
78264,Milk Scan,Specialty
78012,Thyroid Scan,Specialty
78018,Iodine 131 Diagnostic Whole Body Scan (WBS),Specialty
79005,Iodine 131 Posttherapy Whole Body Scan (WBS),Specialty
78806,Galium 67 Scan,Specialty
78802,MIBG Scan,Specialty
78805,White Body Scan,Specialty
78701,Nuclear Medicine Study of Kidney With Assessment of Blood Flow,Specialty
78710,Nuclear Medicine Study of Kidney,Specialty
CODE,SERVICE DESCRIPTION,Specialty
78725,Nuclear Medicine Kidney Function Study,Specialty
78730,Nuclear Medicine Study of Remaining Urine In Bladder,Specialty
78740,Nuclear Medicine Backwash of Urine Into Kidney,Specialty
78761,Nuclear Medicine Study of Testicles And Blood Vessel Flow,Specialty
78799,Nuclear Medicine Study of Urogenital Systems,Specialty
78800,Nuclear Medicine Study of Radioactive Material Distribution at Tumor Location,Specialty
78801,Nuclear Medicine Study of Radioactive Material Distribution at Multiple Tumor Locations,Specialty
78803,Nuclear Medicine Study of Radioactive Material Distribution,Specialty
78804,"Nuclear Medicine Study of Radioactive Material Distribution of Whole Body, Requiring 2 or more Days Imaging",Specialty
78808,Injection of Radioactive Contrast Material into a Vein for Non-Imaging Gamma Probe,Specialty
78811,Nuclear Medicine Study Limited Area,Specialty
78812,Nuclear Medicine Imaging from Skull Base to Mid-Thigh,Specialty
78813,Nuclear Medicine Imaging Whole Body,Specialty
78814,Nuclear Medicine Study with CT Imaging,Specialty
78815,Nuclear Medicine Study with CT Imaging Skull Base to Mid-Thigh,Specialty
78816,Nuclear Medicine Study with CT Imaging Whole Body,Specialty
97011,Cervical Traction,Specialty
97013,Lumbar Traction,Specialty
94668,Manual Chest Physiotherapy,Specialty
94620,Endurance Training,Specialty
94452,Lung Function Test,Specialty
94640,Airway Clearance Techniques / Breathing Exercises/Nebulization,Specialty
94667,Conventional Chest Physiotherapy,Specialty
94669,Mechanical Chest Physiotherapy,Specialty
94680,Spirometry Exercises,Specialty
94681,Positive Expiratory Pressure Therapy,Specialty
94645,Aerosol Therapy- Nebulizer / Steam Therapy,Specialty
32997,Therapeutic Postural Drainage,Specialty
31720,Suction of Secretions,Specialty
99503,Chest Physiotherapy Home Visit,Specialty
97010,Cold Therapy,Specialty
99401,Ice Therapy,Specialty
97034,Contrast Bath,Specialty
97018,Heat Therapy / Wax Bath Therapy,Specialty
97164,Medical Exercise Therapy - Therapeutic Equipments,Specialty
97110,Non Paralytic Exercise Therapy,Specialty
97161,Physiotherapy Follow up,Specialty
96004,Postural Correction,Specialty
97530,Postural Training,Specialty
29425,Ambulation with Below Knee Pop,Specialty
29355,Ambulation with Medical Aid,Specialty
96001,Video Taped Gait Analysis,Specialty
29440,Gait Training on Walker,Specialty
97116,Gait Training,Specialty
97026,Infra Red Radiation(IRR),Specialty
97024,Shortwave Diathermy(SWD),Specialty
97139,Microwave Physiotherapy,Specialty
97028,Ultra Violet Radiation(UV),Specialty
97035,Ultrasound Therapeutic,Specialty
20979,Therapeutic Ultrasound - Bone,Specialty
97032,Tens,Specialty
97140,Manual Therapy,Specialty
97124,Therapeutic Massage,Specialty
96002,Electromyography (EMG) Physiotherapy,Specialty
0278T,Interferential (Ift) Therapy,Specialty
0101T,Shock Wave Therapy,Specialty
97033,Iontophoresis,Specialty
90901,Biofeedback Training,Specialty
97761,Limb Orthotic Therapy,Specialty
97760,Fitting Mobility / Assistive Device,Specialty
29125,Non Moveable Splint (Fore Arm),Specialty
29505,Long Leg Splinting,Specialty
29515,Below Knee Splinting,Specialty
29530,Knee Strapping,Specialty
29540,Ankle/ Foot Strapping,Specialty
97542,Wheelchair Training - Physiotherapy,Specialty
97022,Whirlpool Therapy (Aquatic Therapy),Specialty
97113,Hydrotherapy,Specialty
97036,Hydrotherapy - Hubbard,Specialty
97016,Decongestive Physiotherapy,Specialty
97170,Sport Physiotherapy,Specialty
97171,Sport Physiotherapy - Review,Specialty
97172,Sport Physiotherapy - Evaluation,Specialty
97750,Physical Performance Test,Specialty
97162,Neurodevelopmental Therapy,Specialty
99391,Paediatric Physiotherapy -Neonates,Specialty
99392,Paediatric Physiotherapy - 1 - 4 Years,Specialty
99393,Paediatric Physiotherapy - 5 - 11 Years,Specialty
99394,Preventive Health Education - 12 - 17 Years,Specialty
99395,Preventive Health Education - 18 - 39 Years,Specialty
99396,Preventive Health Education - 40-64 Years,Specialty
99397,Geriatric Health Education - Above 65 Years,Specialty
99404,Preventive Physiotherapy Counseling,Specialty
99412,Therapeutic Health Education,Specialty
97150,Group Therapy,Specialty
97811,Acupuncture,Specialty
97814,Acupuncture With Electrical Stimulation,Specialty
99091,Physiotherapeutic Report,Specialty
99600,Community Based Rehabilitation,Specialty
93797,Cardiac Rehabilitation,Specialty
0310T,Motor Function Mapping of Arm or Leg,Specialty
97799,Exercise Therapy Paralytic Condition,Specialty
97112,Facial Paralysis Exercise,Specialty
97163,Neurofacilitation Therapy,Specialty
97039,Neuromuscular Rehabilitation,Specialty
0106T,Sensory Assessment - Deep Touch,Specialty
0108T,Sensory Assessment - Cold Touch,Specialty
0109T,Sensory Assessment - Heat Touch,Specialty
0110T,Sensory Assessment - Superficial Touch,Specialty
99450,Disability Assessment,Specialty
97537,Ergonomic Assessment,Specialty
95831,Muscle Strenght Grading - Limbs,Specialty
95832,Muscle Strenght Grading - Hand,Specialty
